,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,sub,tat_in_days
437,2885668,13,22,400104,233,0,131,1,0,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,137990,13.036922648954107
438,2885668,13,22,400104,233,233,131,1,0,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,192000,13.752943160177068
439,2820881,13,7,500004,233,233,131,2,0,530024,2016-05-02,2016-04-21,2018-01-30,4403,2018-02-23,11986,13.54068445108231
440,2890218,9,8,700064,233,233,131,1,0,700039,2018-01-04,2018-01-04,2018-02-20,4499,2018-02-22,42,11.635586284401162
441,2882414,9,17,800001,233,233,131,3,0,834001,2018-02-08,2018-02-08,2018-02-17,4370,2018-02-22,39,13.719681971226166
442,2939002,13,21,110015,233,233,131,1,0,110092,2017-06-19,2017-06-17,2018-03-04,4580,2018-03-07,38995,11.766091140357368
443,2893426,9,12,302006,233,233,131,1,0,302002,2017-10-30,2017-10-27,2018-02-21,4407,2018-03-09,547,11.804536851173324
444,2957519,13,21,110015,201,233,131,0,0,244302,2018-01-05,2018-01-03,2018-03-08,4580,2018-03-12,231986,13.331621326954352
445,2961596,10,8,700064,233,233,131,1,0,700016,2017-05-02,2017-05-02,2018-03-09,4499,2018-03-12,9978,11.864088786015987
446,2969955,13,22,400104,233,233,131,1,0,400004,2016-04-29,2016-04-23,2018-03-11,4581,2018-03-14,3,11.20760359170318
447,3003306,10,23,400001,233,233,228,1,0,411039,2017-08-04,2017-07-31,2018-03-21,4398,2018-03-23,73,11.017195919735284
448,3008317,10,23,400001,233,233,131,1,0,401208,2017-11-03,2017-10-22,2018-03-22,4398,2018-03-31,12,11.505465132186302
449,3013847,10,27,110034,233,233,131,2,0,281001,2018-02-26,2018-02-21,2018-03-24,4388,2018-04-06,14983,12.578579367656209
450,3091541,13,21,110015,233,233,131,3,0,122022,2017-11-25,2017-11-23,2018-04-17,4580,2018-04-20,33304,13.676618551527243
451,2881093,10,3,560011,233,245,131,1,0,560061,2017-08-05,2017-08-05,2018-02-17,4460,2018-02-19,15014,12.25501618238435
452,2999739,27,1,400059,201,201,131,0,0,322230,2016-12-31,2016-12-31,2018-03-20,4011,2018-03-28,34271,14.775316553158348
453,2853460,10,7,500004,233,233,131,3,0,531033,2018-01-15,2017-07-10,2018-02-08,4474,2018-02-10,10986,13.987116850794381
454,2863205,15,12,302006,233,233,228,3,0,335001,2018-01-16,2017-07-14,2018-02-12,4453,2018-02-20,68,13.718346775655693
455,2972394,13,21,110015,233,233,131,1,0,110042,2018-02-03,2018-02-02,2018-03-12,4580,2018-03-18,11909,11.407007052836814
456,2944507,10,6,160059,233,233,228,2,0,160022,2018-02-17,2018-02-10,2018-03-06,4437,2018-03-18,11986,12.683063563860445
457,2988396,15,6,160059,233,233,131,3,0,143001,2018-02-20,2017-02-20,2018-03-16,4549,2018-03-19,52000,14.796236088150339
458,2867079,1,3,560011,233,233,131,1,0,560037,2017-08-27,2017-02-07,2018-02-13,4467,2018-02-18,11986,11.31990753174212
459,2867079,13,3,560011,233,233,131,1,0,560037,2017-08-27,2017-08-05,2018-02-13,4467,2018-02-18,68,12.323257861305317
460,2880608,13,7,500004,233,233,228,2,0,520003,2017-10-24,2017-10-21,2018-02-17,4403,2018-02-23,97105,14.18004480063097
461,3064994,1,7,500004,233,233,228,1,0,500016,2017-10-24,2017-07-11,2018-04-07,4479,2018-04-09,63,10.479134731452554
462,2949167,13,22,400104,233,233,131,2,0,452001,2017-05-29,2017-05-24,2018-03-07,4581,2018-03-11,21144,12.48086074280653
463,2948495,13,8,700064,233,233,131,1,0,700073,2018-03-01,2017-07-05,2018-03-07,4508,2018-03-31,34001,12.442105724849723
464,3063867,15,2,110018,233,233,228,1,0,122001,2018-03-18,2017-01-16,2018-04-07,4094,2018-04-12,30,13.341771780132866
465,3021561,30,2,110018,233,233,228,1,0,500006,2017-12-07,2017-09-26,2018-03-26,4540,2018-04-11,12096,13.427219855788652
466,2820038,13,21,110015,233,233,131,1,0,110002,2016-04-18,2016-04-16,2018-01-30,4580,2018-02-01,192004,13.794559616597212
467,2847877,13,21,110015,233,233,131,1,0,110051,2017-04-15,2017-04-13,2018-02-07,4580,2018-02-13,86,11.250267365664271
468,2865079,13,21,110015,233,233,131,2,0,202002,2017-11-11,2017-11-09,2018-02-12,4580,2018-02-19,28058,12.614084341099488
469,2900423,13,21,110015,233,233,228,1,0,302021,2017-12-25,2017-02-19,2018-02-23,4580,2018-03-07,13983,10.945424551903884
470,2990737,13,26,560066,233,233,131,1,0,560066,2017-04-30,2017-03-18,2018-03-17,5001,2018-03-21,90983,10.823947755576398
471,2990737,13,26,560066,233,233,131,1,0,560066,2017-04-30,2016-07-12,2018-03-17,5001,2018-03-21,41,9.618312922552171
472,3029858,10,25,560037,233,233,228,1,0,560064,2017-09-05,2016-11-12,2018-03-28,4460,2018-03-28,50946,11.403183414463397
473,2991326,13,22,400104,233,233,131,2,0,389330,2017-11-18,2017-11-16,2018-03-17,4581,2018-03-27,44,12.201134159084916
474,3044525,13,22,400104,233,233,131,2,0,440022,2017-10-19,2017-10-17,2018-04-01,4581,2018-04-04,91288,13.410772661696058
475,3059193,15,2,110018,233,233,131,1,0,110096,2017-04-13,2017-04-13,2018-04-06,4550,2018-04-11,65,12.270894034362376
476,2983302,9,23,400001,233,245,131,2,0,395006,2017-12-28,2017-12-28,2018-03-15,4398,2018-03-19,19456,12.659445721166886
477,2873245,32,6,160059,233,233,131,2,0,160019,2018-01-18,2018-01-18,2018-02-15,4673,2018-03-19,22042,14.627010757137482
478,2837265,13,22,400104,233,233,131,2,0,440009,2017-03-04,2017-03-03,2018-02-03,4581,2018-02-04,47,12.201173930637102
479,2844359,10,5,380009,233,233,131,1,0,380051,2017-08-23,2017-04-28,2018-02-06,4422,2018-02-12,11999,12.268797833549426
480,2893370,13,2,110018,233,233,228,1,0,110075,2017-05-21,2017-02-18,2018-02-21,4147,2018-02-23,156058,15.03534088918259
481,3050376,12,1,400059,233,233,131,1,0,380051,2018-01-02,2018-01-02,2018-04-03,4018,2018-04-14,137986,15.667631799138373
482,2983420,4,3,560011,233,245,131,2,0,570016,2017-12-20,2017-07-09,2018-03-15,4468,2018-03-18,80970,13.514343529347537
483,2973415,13,21,110015,233,233,131,3,0,143001,2017-07-20,2017-07-07,2018-03-13,4580,2018-03-17,33289,13.676419693766304
484,2941814,15,10,226010,233,233,131,2,0,243001,2018-02-06,2017-05-25,2018-03-05,4547,2018-03-09,13983,13.153528825542622
485,3048230,13,21,110015,308,233,131,1,0,110030,2016-08-25,2016-08-23,2018-04-02,4580,2018-04-06,191988,13.79434750165221
486,2940204,4,8,700064,233,233,131,1,0,711101,2017-04-25,2018-04-05,2018-03-05,4499,2018-03-09,34001,11.601891394141843
487,2822818,13,8,700064,233,233,131,1,0,700001,2016-08-01,2016-05-11,2018-01-31,4508,2018-02-02,31099,12.403633376699954
488,2838596,13,21,110015,233,233,131,1,0,201301,2017-07-07,2017-06-29,2018-02-04,4580,2018-02-13,39986,11.77922900976344
489,2848163,10,12,302006,233,233,131,1,0,302012,2017-07-13,2017-05-02,2018-02-07,4407,2018-02-19,93,11.895297210377361
490,2879698,15,6,160059,233,233,228,2,0,160030,2017-12-06,2016-11-25,2018-02-17,4549,2018-02-19,31986,13.048841882806737
491,2931443,18,1,400059,233,233,131,1,0,110039,2017-07-26,2017-07-24,2018-03-03,4011,2018-03-07,74,14.443935565687289
492,2978646,15,4,600024,233,233,131,2,0,620001,2017-11-04,2017-11-03,2018-03-14,4492,2018-03-20,74,13.386191891208886
493,2977403,0,2,110018,308,233,131,1,0,110051,2017-04-28,2017-03-06,2018-03-13,4091,2018-03-20,21997,12.68064935032464
494,3017262,15,12,302006,233,233,131,1,0,302022,2017-12-17,2017-12-15,2018-03-25,4453,2018-03-27,25,12.220880571749504
495,3042076,13,22,400104,233,233,131,1,0,380006,2017-06-12,2017-06-10,2018-03-31,4581,2018-04-04,11985,11.366451171141682
496,3008475,15,2,110018,233,233,131,2,0,131001,2018-02-05,2017-12-21,2018-03-22,4550,2018-04-04,52938,13.964828150141289
497,3050330,10,27,110034,233,233,228,1,0,110029,2018-03-09,2018-03-02,2018-04-03,4388,2018-04-10,4997,10.964128204092722
498,3038213,10,27,110034,233,245,131,1,0,110025,2017-12-13,2017-12-13,2018-03-30,4388,2018-04-09,24100,11.706458091920092
499,2920840,32,1,400059,233,233,131,1,0,400051,2017-12-14,2017-12-13,2018-02-27,4581,2018-03-07,79,13.848384982501841
500,2969023,1,24,110092,233,233,131,1,0,110072,2018-01-27,2018-01-07,2018-03-10,4150,2018-03-13,0,11.444801786476047
501,2961591,12,2,110018,233,233,131,1,0,110067,2017-05-08,2017-05-07,2018-03-09,4092,2018-03-14,1046,13.560825563338005
502,3059009,13,6,160059,233,233,131,2,0,160019,2017-10-06,2017-10-01,2018-04-05,4441,2018-04-11,45,13.290486900304602
503,2883293,13,4,600024,233,233,131,2,0,607402,2017-11-18,2017-11-16,2018-02-18,4490,2018-02-21,16,13.19870867882039
504,2934920,13,7,500004,233,233,131,2,0,530017,2017-10-20,2017-10-18,2018-03-03,4403,2018-03-07,10,13.381916414748185
505,2990164,13,22,400104,308,233,131,1,0,400083,2017-07-24,2016-10-01,2018-03-17,4581,2018-03-21,9,11.207683134807555
506,2990164,13,22,400104,308,233,131,1,0,400083,2017-07-24,2017-07-20,2018-03-17,4581,2018-03-21,48,11.208200164985998
507,3031453,10,27,110034,233,233,131,2,0,131021,2017-12-26,2017-12-19,2018-03-28,4388,2018-03-31,8,12.380053036318238
508,3030208,10,25,560037,201,233,131,0,0,683543,2017-06-05,2017-05-10,2018-03-28,4460,2018-04-09,9944,10.355703231370876
509,2924766,10,2,110018,233,233,228,1,0,110075,2017-12-29,2017-07-21,2018-02-28,4388,2018-03-04,35,11.851882426070224
510,2930751,13,22,400104,233,233,131,1,0,400098,2017-12-26,2017-12-16,2018-03-02,4581,2018-03-06,11984,11.366437913957618
511,3012230,10,8,700064,233,233,131,1,0,700072,2017-08-26,2017-04-01,2018-03-23,4499,2018-03-26,0,11.731808603439006
512,3003946,10,6,160059,233,233,228,3,0,141002,2018-02-17,2018-02-13,2018-03-21,4437,2018-03-29,44,13.517733294619617
513,2962440,5,1,400059,233,245,131,2,0,394210,2018-01-31,2017-05-25,2018-03-10,4015,2018-03-19,11984,14.322999189070114
514,2943050,4,4,600024,233,233,228,1,0,600118,2017-10-27,2016-06-25,2018-03-05,4488,2018-03-09,36,10.852740757895456
515,2994280,32,26,560066,308,233,131,1,0,560037,2017-06-02,2017-05-30,2018-03-18,5001,2018-03-20,12,11.456731758815366
516,3025655,13,22,400104,233,233,131,2,0,384002,2017-06-28,2017-06-24,2018-03-27,4581,2018-03-31,29990,12.598133793024607
517,2856203,15,6,160059,233,233,228,2,0,160103,2018-01-18,2018-01-03,2018-02-09,4549,2018-02-12,19998,12.88991476026386
518,2898673,13,2,110018,233,233,131,1,0,110085,2017-06-30,2017-06-28,2018-02-22,4147,2018-02-26,21,13.455807560279924
519,2906662,10,2,110018,308,233,131,1,0,122001,2017-07-29,2017-07-18,2018-02-25,4388,2018-03-05,11038,12.486829122990244
520,2939509,13,7,500004,233,233,131,1,0,500084,2017-05-22,2017-05-19,2018-03-05,4403,2018-03-09,1,12.388810077256453
521,3009705,13,21,110015,233,233,228,2,0,180012,2018-02-15,2018-01-09,2018-03-23,4580,2018-03-26,43274,12.326727753117718
522,2860907,13,21,110015,233,233,131,1,0,110034,2017-07-06,2017-07-05,2018-02-11,4580,2018-02-13,77,11.250148051007708
523,2865502,21,21,110015,233,233,131,0,0,0,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,10103,11.16431052173232
524,2865502,21,21,110015,233,233,131,1,0,110025,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,20008,12.288609952707896
525,2865502,13,21,110015,233,233,131,1,0,110025,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,10911,11.393776383142304
526,2865502,13,21,110015,233,233,131,0,0,0,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,10938,10.40114730427683
527,2884038,10,12,302006,233,233,228,1,0,302001,2017-09-29,2017-03-08,2018-02-18,4453,2018-02-21,31171,11.660815322043149
528,2926865,15,3,560011,233,233,228,1,0,560097,2017-12-15,2017-03-29,2018-03-01,4469,2018-03-06,30005,12.417774575622472
529,3024359,10,27,110034,308,233,228,1,0,110051,2018-02-17,2016-12-16,2018-03-27,4388,2018-04-03,22442,11.195399780065404
530,3044401,15,2,110018,233,233,131,2,0,124001,2018-02-28,2017-10-03,2018-04-01,4550,2018-04-03,12072,13.423060066237612
531,3000644,13,21,110015,233,233,131,2,0,131028,2017-11-10,2018-04-11,2018-03-20,4580,2018-04-01,4994,12.308320647878856
532,3065947,13,22,400104,233,233,131,2,0,431601,2017-07-24,2017-07-20,2018-04-08,4581,2018-04-10,21,12.200829243851475
533,2827514,13,21,110015,233,245,131,1,0,110070,2017-05-16,2017-05-13,2018-02-01,4580,2018-02-05,37,11.249617763645203
534,2991249,1,24,110092,233,245,131,1,0,110086,2017-04-22,2017-04-20,2018-03-17,4150,2018-03-24,3,11.444841558028235
535,2869637,13,21,110015,233,233,131,2,0,248007,2017-12-28,2017-06-22,2018-02-14,4580,2018-02-17,17058,12.468255316410495
536,2840650,15,1,400059,0,0,131,1,0,400053,2017-11-22,2017-11-20,2018-02-05,4545,2018-02-08,67,12.326171868062568
537,2883620,15,11,641012,233,233,228,1,0,641035,2018-02-02,2017-04-15,2018-02-18,4492,2018-02-21,13,11.636328096064096
538,3063850,13,7,500004,233,233,131,1,0,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,7992,12.494748235100975
539,2886273,13,17,800001,233,233,131,1,0,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,32,11.545840159118097
540,3019633,10,25,560037,233,233,131,1,0,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,10948,11.362000467004929
541,3054023,15,5,380009,233,233,228,1,0,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,10948,11.825357595169818
542,2883881,15,6,160059,233,233,131,3,0,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,85,14.1079893775386
543,2945175,13,21,110015,233,233,131,2,0,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,89,12.243294160051628
544,2921054,13,21,110015,233,233,131,2,0,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,22125,12.53542946805587
545,2830791,13,7,500004,233,233,131,3,0,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,494989,20.936931147722767
546,2951098,32,12,302006,233,233,131,2,0,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,20043,14.388770782125373
547,3025629,13,7,500004,233,233,131,1,0,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,19058,12.641452233938104
548,3058004,13,21,110015,308,233,131,1,0,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,5205,11.318130890880903
549,2894422,13,3,560011,233,245,131,1,0,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,11037,12.468675913288369
550,2901320,15,3,560011,233,245,131,1,0,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,10986,12.68208987591038
551,2843754,6,1,400059,233,233,131,1,0,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,11986,13.413129909723374
552,2843203,10,1,400059,233,233,228,1,0,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,22009,12.147117514314006
553,2859463,12,2,110018,233,233,131,1,0,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,2,13.546985063176614
554,2886084,5,1,400059,233,233,131,1,0,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,5049,13.238073594760566
555,2866387,13,21,110015,233,233,131,2,0,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,41,12.24265781521662
556,2907324,13,21,110015,233,233,131,1,0,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,20901,11.526215651928036
557,2889057,13,6,160059,233,233,131,2,0,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,2995,12.535697877695446
558,2933663,15,2,110018,308,233,228,1,0,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,33,13.35207747042118
559,2973581,13,22,400104,233,233,131,1,0,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,28,11.207935021304746
560,3029501,10,27,110034,233,233,228,2,0,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,16,11.891081193111901
561,2899996,10,3,560011,233,245,131,1,0,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,17097,12.28263089678682
562,2855179,15,2,110018,233,233,131,1,0,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,34000,14.281196223419443
563,3030476,13,7,500004,233,233,131,2,0,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,11,13.381929671932246
564,2938992,13,21,110015,233,233,131,3,0,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,25,13.235432723106786
565,3073790,13,21,110015,233,233,131,1,0,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,6,11.24920679093926
566,2900218,13,21,110015,201,233,131,4,0,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,48,14.228724661175395
567,2930437,13,21,110015,233,233,131,2,0,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,11,12.242260099694741
568,3023784,10,27,110034,233,233,228,1,0,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,10916,11.042597476559465
569,2860965,10,2,110018,233,233,228,2,0,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,515,12.851232897255457
570,2928767,13,21,110015,233,245,131,1,0,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,313154,15.400667465785542
571,2840328,15,2,110018,233,233,131,1,0,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,14,13.84090348460283
572,2821067,9,12,302006,233,233,131,2,0,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,7,12.790364994614668
573,2850925,10,6,160059,233,233,228,3,0,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,3,13.51718975007305
574,2867878,13,17,800001,233,233,131,2,0,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,162066,14.686941744358396
575,3058072,4,3,560011,233,245,228,1,0,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,37,8.639237293727202
576,2824553,10,3,560011,233,233,228,1,0,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,3079,10.899365397125093
577,2969868,13,21,110015,233,233,131,1,0,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,13408,11.426879571746706
578,2958112,13,21,110015,233,233,131,1,0,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,11094,11.396202447825766
579,2873570,10,7,500004,233,233,228,1,0,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,90983,12.572599857903885
580,2975939,15,2,110018,233,233,131,1,0,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,0,12.270032317398305
581,2953045,13,22,400104,233,233,131,1,0,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,25,11.207895249752557
582,3001266,10,6,160059,233,233,131,2,0,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,15,13.01343971412547
583,3003981,13,17,800001,233,233,131,3,0,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,36,13.531867233524682
584,3060416,13,22,400104,233,233,131,1,0,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,74,11.208544851771626
585,3043846,15,2,110018,233,233,228,1,0,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,5087,11.848393712046096
586,3047010,13,26,560066,233,233,131,1,0,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,5087,9.685208673332234
587,3007440,13,22,400104,233,233,131,1,0,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,74,11.208544851771626
588,2822700,13,21,110015,233,233,131,3,0,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,61983,14.056821333259576
589,2822700,1,21,110015,233,233,131,3,0,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,91286,13.283947148625304
590,2949641,13,21,110015,201,233,131,0,0,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,11997,10.41518666219916
591,3012071,1,7,500004,233,233,228,1,0,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,13986,10.663714505156634
592,3085603,13,7,500004,233,233,131,1,0,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,115986,13.926444570761268
593,2836788,13,21,110015,233,233,131,2,0,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,16201,12.456893909668816
594,3048394,13,22,400104,233,233,131,2,0,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,34,12.201001587244289
595,2944456,13,4,600024,233,233,131,1,0,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,139983,14.061289937680172
596,3059906,9,23,400001,233,233,131,2,0,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,90991,13.60779838308754
597,3047377,13,26,560066,233,233,228,1,0,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,5,9.128757763247076
598,3083483,13,17,800001,233,233,131,1,0,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,69983,12.911205974225012
599,2854424,13,22,400104,233,245,131,2,0,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,40003,12.730877977043779
600,2865597,13,22,400104,233,233,131,2,0,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,139986,14.056371011178296
601,2919883,13,7,500004,233,233,131,1,0,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,11982,12.547644399510892
602,2996026,32,6,160059,233,233,131,3,0,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,32395,16.55114712216705
603,2996026,32,6,160059,233,233,131,3,0,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,7,16.1217734447464
604,2833279,10,8,700064,233,233,131,1,0,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,27,11.732166547408697
605,2897790,15,2,110018,233,233,228,1,0,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,200983,16.01610860780785
606,3014467,10,17,800001,201,233,131,4,0,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,11091,14.955966513090056
607,3046243,10,23,400001,233,233,131,1,0,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,18933,11.756304311835434
608,2983287,9,12,302006,233,233,131,2,0,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,27,12.79063013829592
609,2822733,4,2,110018,233,233,228,1,0,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,0,12.09201719890746
610,2831678,13,3,560011,233,233,131,1,0,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,56339,13.069252865693898
611,2841076,13,21,110015,233,233,131,1,0,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,167186,13.16440920627095
612,2839341,10,5,380009,233,233,131,1,0,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,53,12.110427512737179
613,2879653,13,2,110018,233,233,131,1,0,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,137649,15.280367288452366
614,2854025,10,6,160059,233,233,131,3,0,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,43312,14.580423035320582
615,2928931,10,2,110018,233,233,131,1,0,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,12017,12.499807906187565
616,2928756,13,8,700064,201,233,131,0,0,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,33097,11.437134207621934
617,2949050,10,7,500004,233,233,228,1,0,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,2,11.366447994701215
618,2930141,1,24,110092,233,233,228,1,0,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,9,10.955843200453772
619,2951962,10,10,226010,233,233,228,2,0,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,42101,12.970801517763828
620,2941785,15,12,302006,233,233,228,1,0,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,40053,12.262461234729852
621,2953241,10,2,110018,233,233,228,1,0,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,92,11.852638085561793
622,3000314,10,2,110018,233,233,228,1,0,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,1,11.851431681812095
623,3035314,15,12,302006,233,233,131,1,0,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,289976,16.064814347894824
624,3039486,13,8,700064,0,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,33,12.984772719445276
625,3039486,13,8,700064,233,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,33,12.984772719445276
626,3079909,10,23,400001,233,233,131,3,0,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,99950,14.816335638708335
627,3063578,10,27,110034,0,233,131,1,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,81,11.388033787919642
628,3063578,10,27,110034,233,233,131,1,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,10967,11.532351493625496
629,2990169,10,10,226010,233,233,131,2,0,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,602,12.909719537027344
630,2897728,2,1,400059,233,233,228,1,0,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,3,10.807389122720425
631,2985794,10,6,160059,233,233,131,3,0,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,9992,14.138693662353555
632,2965604,32,10,226010,233,233,131,2,0,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,20043,15.40609624248085
633,2950459,13,7,500004,233,233,131,1,0,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,57,12.38955247956396
634,2994724,10,23,400001,233,233,131,2,0,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,10958,12.64356529177108
635,3007626,10,23,400001,233,233,131,2,0,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,15357,12.701883644462615
636,2825840,13,4,600024,233,233,228,1,0,600014,2018-01-10,2017-12-30,2018-01-31,4490,2018-02-03,202968,14.407215775186451
637,2891390,15,12,302006,233,233,131,2,0,342001,2017-04-18,2017-04-14,2018-02-20,4453,2018-02-24,1504,13.233474969813308
638,3013538,13,21,110015,233,233,131,2,0,313001,2018-01-19,2017-05-26,2018-03-24,4580,2018-03-27,80940,13.315150748699796
639,2841088,13,7,500004,233,233,131,1,0,500072,2017-06-03,2017-06-02,2018-02-05,4403,2018-02-09,66,12.389671794220524
640,2900538,28,7,500004,233,233,228,1,0,500072,2018-01-23,2017-09-08,2018-02-23,4479,2018-02-26,5,13.091402075525725
641,3045160,5,17,800001,233,233,131,1,0,800020,2017-07-17,2017-07-03,2018-04-01,4370,2018-04-04,32991,11.783442171713908
